ID,Reference,Binomial,Genus,Species,Replicate,Specific_location,Location,Taxonomic_group,Latitude,Longitude,System,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017,X2018,X2019,X2020,X2021,X2022
29199,"Sullivan, T.P. and Sullivan, D.S. (2021) â€˜Population dynamics of the heather vole ( Phenacomys intermedius ) in commercial forest landscapes of south-central British Columbia, Canadaâ€™, Journal of Mammalogy. Edited by M. Vieira, 102(4), pp. 1186â€“1201. Available at: https://doi.org/10.1093/jmammal/gyab072.",Microtus_longicaudus,Microtus,longicaudus,0,1,"Roth Creek, Rocky Mountains, 25-30 km east of Golden, British Columbia",Mammals,5.3,-116.75,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.472,15.262,35.371,25.714,9.222,1.338,NULL,0.651,3.87,0.651,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29200,"Sullivan, T.P. and Sullivan, D.S. (2021) â€˜Population dynamics of the heather vole ( Phenacomys intermedius ) in commercial forest landscapes of south-central British Columbia, Canadaâ€™, Journal of Mammalogy. Edited by M. Vieira, 102(4), pp. 1186â€“1201. Available at: https://doi.org/10.1093/jmammal/gyab072.",Microtus_pennsylvanicus,Microtus,pennsylvanicus,0,1,"Roth Creek, Rocky Mountains, 25-30 km east of Golden, British Columbia",Mammals,5.3,-116.75,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.072,0.108,0.615,0.651,0.325,0.253,NULL,5.75,7.306,6.727,13.526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29201,"Hatter, I.W. and Janz, D.W. (1994) â€˜Apparent demographic changes in black-tailed deer associated with wolf control on northern Vancouver Islandâ€™, Canadian Journal of Zoology, 72(5), pp. 878â€“884. Available at: https://doi.org/10.1139/z94-119.

",Odocoileus_hemionus,Odocoileus,hemionus,0,1,"Nimpkish Valley, Vancouver Island, British Columbia",Mammals,50.247778,-126.681389,Terrestrial,28020,32340,30970,29680,28290,32140,35560,28960,23440,17960,13930,10960,8950,6760,7670,9110,11110,12730,14690,18250,22070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29202,"Ramp, C. et al. (2014) â€˜Fin whale survival and abundance in the Gulf of St. Lawrence, Canadaâ€™, Endangered Species Research [Preprint]. Available at: https://doi.org/10.3354/esr00571.

",Balaenoptera_physalus,Balaenoptera,physalus,0,1,"Jacques-Cartier Passage, Gulf of St. Lawrence",Mammals,50.120833,-64.201111,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,166,264,232,200,163,133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29203,"Hebblewhite, M. et al. (2018) â€˜Density-independent predation affects migrants and residents equally in a declining partially migratory elk populationâ€™, Oikos, 127(9), pp. 1304â€“1318. Available at: https://doi.org/10.1111/oik.05304.

",Cervus_elaphus,Cervus,elaphus,0,1,"Ya Ha Tinda, in and around Banff National Park, Alberta",Mammals,51.5,-115.5,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1398.582,1286.525,1168.794,1100.709,1231.206,790.071,768.794,529.078,597.163,548.936,421.277,NULL,432.624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29204,"Biddlecombe, B. A. and Watt, C. A. (2022) â€˜Modeling population trajectory and probability of decline in northern Hudson Bay narwhals ( Monodon monoceros )â€™, Marine Mammal Science, 38(4), pp. 1357â€“1370. doi: 10.1111/mms.12925.",Monodon_monoceros,Monodon,monoceros,0,0,Northern Hudson Bay,Mammals,65.859082,-85.844186,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12485,NULL,NULL,NULL,NULL,NULL,NULL,19232,NULL,NULL,NULL,NULL
29205,"Biddlecombe, B. et al. (2023) â€˜Combining Multiple Data Sources To Model Population Dynamics of Eastern Canada-West Greenland Bowhead Whalesâ€™. Rochester, NY. doi: 10.2139/ssrn.4662719.",Balaena_mysticetus,Balaena,mysticetus,0,0,"Eastern Canada-West Greenland population, Gulf of Boothia and Prince Regent Inlet and Davis and Hudson straights",Mammals,72.170093,-91.952583,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29206,"Piczak, M. L., Markle, C. E. and Chow-Fraser, P. (2019) â€˜Decades of Road Mortality Cause Severe Decline in a Common Snapping Turtle (Chelydra serpentina) Population from an Urbanized Wetlandâ€™, Chelonian Conservation and Biology, 18(2), p. 231. doi: 10.2744/ccb-1345.1.",Chelydra_serpentina,Chelydra,serpentina,0,1,"Western portion of Cootes Paradise Marsh, Ontario",Herps,43.26681,-79.91634,Freshwater,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,941,837,NULL,NULL,NULL,NULL,NULL,121,NULL,NULL,186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200000,"Usvyatsov, S., J. Watmough and M. K. Litvak (2012). Age and Population Size Estimates of Overwintering Shortnose Sturgeon in the Saint John River",Acipenser_brevirostrum,Acipenser,brevirostrum,0,1,"Kennebecasis River, New Brunswick",Fish,45.50439,-65.90921,Freshwater,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4836,NULL,NULL,NULL,4085.3,NULL,3852.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200001,"Earle, S. (2002). Status of the Lake Sturgeon (Acipenser fulvescens) in Alberta. Alberta Wildlife Status Report. Edmonton, AB, Alberta Sustainable Resource Development, Fish and Wildlife Division & Alberta Conservation Assocation: 30.",Acipenser_fulvescens,Acipenser,fulvescens,0,0,"North Saskatchewan River, Alberta",Fish,53.71528,-113.22444,Freshwater,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,879,835,891,1549,1400,1231,2115,1830,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200003,"Wyeth, M. R., N. Olsen, M. K. Nottingham and D. C. Williams (2016). Summary of the West Coast Vancouver Island synoptic bottom trawl survey, June 7-29, 2010. Canadian Manuscript Report of Fisheries and Aquatic Sciences. vii: 53.",Acipenser_medirostris,Acipenser,medirostris,0,1,"West Coast Vancouver Island, British Columbia",Fish,49.31,-126.78,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001889881,NULL,NULL,NULL,NULL,NULL,0.002039368,NULL,0.001785466,NULL,0.000436875,NULL,NULL,NULL,NULL,NULL,NULL
200004,"Olsen, N., K. L. Rutherford, R. D. Stanley and M. R. Wyeth (2009). Hecate Strait groundfish bottom trawl survey, May 26th to June 21st, 2009. Canadian Manuscript Report of Fisheries and Aquatic Sciences. vi: 49.",Agonopsis_vulsa,Agonopsis,vulsa,0,1,"Hecate Strait, British Columbia",Fish,53.17,-130.82,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00000396,NULL,0.00000179,NULL,0.00000508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200005,"Wyeth, M. R., N. Olsen, M. K. Nottingham and D. C. Williams (2016). Summary of the West Coast Vancouver Island synoptic bottom trawl survey, June 7-29, 2010. Canadian Manuscript Report of Fisheries and Aquatic Sciences. vii: 53.",Agonopsis_vulsa,Agonopsis,vulsa,0,1,"West Coast Vancouver Island, British Columbia",Fish,49.31,-126.78,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00000248,NULL,NULL,NULL,0.00000355,NULL,NULL,NULL,NULL,NULL,NULL
200006,"Olsen, N., K. L. Rutherford, R. D. Stanley and M. R. Wyeth (2009). Queen Charlotte Sound groundfish bottom trawl survey, July 7th to August 8th, 2009. Canadian Manuscript Report of Fisheries and Aquatic Sciences. vi: 61.",Albatrossia_pectoralis,Albatrossia,pectoralis,0,1,"Queen Charlotte Sound, British Columbia",Fish,51.85732,-128.86062,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000140722,NULL,NULL,NULL,0.001116405,NULL,0.000267206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200009,"Environment and Conservation Government of Newfoundland and Labrador (2015). Wildlife Population Metrics, Open Data Newfoundland and Labrador.",Alces_alces,Alces,alces,0,1,"Island, Newfoundland and Labrador",Mammals,48.60645,-56.33304,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86820,89502,92834,97347,103961,108310,113722,118123,122497,127048,130806,133756,135693,137881,140080,142437,146007,149275,149298,147955,145273,141822,138653,135490,132609,132412,130771,128485,125847,122480,119561,117548,116359,116179,114428,114864,114150,NULL,NULL,NULL,NULL,NULL,NULL
200015,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Vancouver Island, British Columbia",Mammals,49.65063,-125.44939,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,30,NULL,NULL,NULL,15,NULL,NULL,15,NULL,NULL,15,NULL,NULL,15,NULL,NULL,NULL,NULL,15,NULL,NULL,15,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200016,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Lower Mainland, British Columbia",Mammals,49.21759,-122.5003,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,85,NULL,NULL,NULL,80,NULL,NULL,80,NULL,NULL,80,NULL,NULL,80,NULL,NULL,NULL,NULL,80,NULL,NULL,112.5,NULL,NULL,112.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200017,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Thompson-Nicola, British Columbia",Mammals,50.25503,-120.69689,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7000,NULL,NULL,7500,NULL,NULL,NULL,7600,NULL,NULL,7900,NULL,NULL,7500,NULL,NULL,8000,NULL,NULL,NULL,NULL,8000,NULL,NULL,10000,NULL,NULL,9000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200018,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Okanagan, British Columbia",Mammals,49.85923,-119.03137,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,1000,NULL,NULL,NULL,1550,NULL,NULL,1550,NULL,NULL,2650,NULL,NULL,2650,NULL,NULL,NULL,NULL,2650,NULL,NULL,2500,NULL,NULL,4000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200019,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Kootenay (E&W), British Columbia",Mammals,49.70849,-116.81213,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7250,NULL,NULL,7350,NULL,NULL,NULL,7650,NULL,NULL,7650,NULL,NULL,6450,NULL,NULL,6950,NULL,NULL,NULL,NULL,6050,NULL,NULL,8000,NULL,NULL,5500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200020,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Cariboo, British Columbia",Mammals,52.40318,-123.45536,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22500,NULL,NULL,22000,NULL,NULL,NULL,15500,NULL,NULL,16000,NULL,NULL,19500,NULL,NULL,24000,NULL,NULL,NULL,NULL,24000,NULL,NULL,24000,NULL,NULL,19000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200021,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Skeena, British Columbia",Mammals,54.24977,-129.83266,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60000,NULL,NULL,60000,NULL,NULL,NULL,36500,NULL,NULL,36500,NULL,NULL,37500,NULL,NULL,37500,NULL,NULL,NULL,NULL,37500,NULL,NULL,35000,NULL,NULL,35000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200022,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Omineca, British Columbia",Mammals,55.95301,-124.77368,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23500,NULL,NULL,23500,NULL,NULL,NULL,21000,NULL,NULL,40000,NULL,NULL,40000,NULL,NULL,40000,NULL,NULL,NULL,NULL,40000,NULL,NULL,40000,NULL,NULL,25000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200023,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Peace/Laird, British Columbia",Mammals,58.05463,-124.89257,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51500,NULL,NULL,51500,NULL,NULL,NULL,67000,NULL,NULL,59000,NULL,NULL,50000,NULL,NULL,60000,NULL,NULL,NULL,NULL,60000,NULL,NULL,69500,NULL,NULL,65000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200024,"Check previous LPI dataset for source
",Alces_alces,Alces,alces,0,1,"Cassiar, British Columbia",Mammals,59.498332,-128.9788944,Terrestrial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116,160,137,177,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200025,"Workman, G. D., N. Olsen and K. L. Rutherford (2007). West Coast Queen Charlotte Islands groundfish bottom trawl survey, August 28th to September 25th, 2006. Canadian Manuscript Report of Fisheries and Aquatic Sciences. vii: 44.",Alepocephalus_tenebrosus,Alepocephalus,tenebrosus,0,1,"Haida Gwaii, British Columbia",Fish,52,-132,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00000304,NULL,NULL,0.00000383,NULL,NULL,NULL,NULL,NULL,0.0000214,NULL,NULL,NULL,NULL,NULL,NULL
200026,"Wyeth, M. R., N. Olsen, M. K. Nottingham and D. C. Williams (2016). Summary of the West Coast Vancouver Island synoptic bottom trawl survey, June 7-29, 2010. Canadian Manuscript Report of Fisheries and Aquatic Sciences. vii: 53.",Allosmerus_elongatus,Allosmerus,elongatus,0,1,"West Coast Vancouver Island, British Columbia",Fish,49.31,-126.78,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.000178333,NULL,NULL,NULL,NULL,NULL,0.00003,NULL,0.000170163,NULL,0.0000579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200027,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 3Ps,Fish,46.03458383,-55.99580924,Marine,NULL,NULL,NULL,NULL,NULL,0.015873016,NULL,NULL,0.017751479,0.020833333,0.04587156,0.010989011,NULL,NULL,NULL,0.007462687,0.009478673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200029,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 4Vn,Fish,46.44191714,-59.34894137,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1512605,NULL,0.680672286,0.093103448,NULL,1.958425464,0.447869667,0.1019608,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200030,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 4Vs,Fish,43.43761069,-57.69088789,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.122658718,NULL,0.016806722,NULL,NULL,NULL,NULL,NULL,NULL,0.0162896,NULL,0.094268474,0.013931895,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200031,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 4W,Fish,42.86687747,-61.18130929,Marine,NULL,0.025,0.050420176,NULL,NULL,NULL,NULL,NULL,3.215975791,0.687362872,19.23587464,3.837037132,0.78797776,3.554456917,7.604355297,8.692307692,5.444417779,8.518207279,10.19852941,2.720656333,0.938848921,20.79530308,2.160325234,0.415240531,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200032,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 4X,Fish,42.72956311,-65.0988351,Marine,0.1493135,1.056219024,1.061335413,1.042211872,0.774918064,0.394879878,4.244466962,1.02981049,4.576644417,2.514653859,1.35432509,0.947703869,1.480881012,5.800801075,5.651518034,1.401686351,5.883928057,4.477480292,4.047361696,2.717142788,1.598263551,1.574166824,4.171955373,0.817485955,3.105961088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200033,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 5Y,Fish,44.26602876,-67.06471654,Marine,NULL,0.409091,NULL,1.764706,NULL,NULL,NULL,1.0588235,NULL,6.640147,0.375,2.25,13.93333333,5.816666667,2.4210525,0.333333333,9.8235295,1.0588235,NULL,2.27941175,0.315789333,7.882456,3.176471,0.315789333,2.967033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200034,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 5Ze,Fish,41.62750249,-66.21484739,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.475643375,0.163707,0.040789474,0.081818182,0.147058833,0.022727273,0.020594957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200035,"Benoit, H. P. (2006). Standardizing the southern Gulf of St. Lawrence bottom trawl survey time series: Results of the 2004-2005 comparative fishing experiments and other recommendations for the analysis of the survey data. Canadian Science Advisory Secretariat, Fisheries and Oceans Canada.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,"Southern Gulf of St. Lawrence, NAFO 4T",Fish,47,-63,Marine,NULL,1.715101759,0.829279544,2.488282711,3.337963293,0.436641699,0.273268287,0.223316508,1.150859098,0.189955657,0.627930133,0.049956496,0.074127606,0.09196778,0.05854161,1.057353169,0.295239445,0.263513704,0.15488583,1.444263848,0.085564762,0.418771609,0.040819125,0.389662639,0.288577656,0.090893387,0.15897359,0.118511114,0.043473312,0.128451261,0.332299689,0.126333144,0.286000767,0.32884696,0.314224633,0.071642545,0.128432441,0.854615176,0.685193252,0.853407507,0.377639402,0.340082055,0.56934711,0.118552979,1.620973845,1.632371974,0.296066734,NULL,NULL,NULL,NULL,NULL,NULL
200037,"DFO (2016). DFO Maritimes Research Vessel Trawl Surveys Fish Observations. Saint Andrews Biological Station, OBIS, Digital.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 4VW,Fish,44.19795,-61.56738,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7927.17782,NULL,1898.20857,5365.9847,122889.803,NULL,4989.15309,20133.5725,NULL,11570.3526,NULL,680700.64,7428.29461,NULL,1228.89803,45086.4058,NULL,23881.6019,NULL,891094.747,16725.4169,NULL,NULL,10154.51017,7508.931657,NULL,1369.083083
200038,"DFO (2016). DFO Maritimes Research Vessel Trawl Surveys Fish Observations. Saint Andrews Biological Station, OBIS, Digital.",Alosa_pseudoharengus,Alosa,pseudoharengus,0,0,NAFO 4X,Fish,43.2532,-65.50048,Marine,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,790.662542,275.814541,NULL,NULL,NULL,NULL,NULL,NULL,23611.9927,917.041579,1369.67606,NULL,601.411019,1394.21669,NULL,289.770031,1776.89732,NULL,NULL,618.138868,NULL,NULL,1287744.103,740960.2829,608448.7245,1182137.269,1694683.315
